index,true_label,candidate_labels,complementary_label
45585,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45586,12,"['vehicles 1'; 'large carnivores']",Vehicles
45587,0,"['food containers'; 'aquatic mammals']",food containers
45588,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45589,9,"['household furniture'; 'trees']",trees
45590,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45591,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45592,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45593,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45594,17,"['flowers'; 'food containers']",flowers
45595,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45596,7,"['insects'; 'household furniture']",household furniture
45597,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45598,7,"['household furniture'; 'insects']",household furniture
45599,4,"['vehicles 1'; 'flowers']",Vehicles
45600,9,"['household furniture'; 'trees']",household furniture
45601,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45602,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45603,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45604,18,"['food containers'; 'medium-sized mammals']",food containers
45605,18,"['food containers'; 'medium-sized mammals']",food containers
45606,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45607,17,"['food containers'; 'flowers']",food containers
45608,18,"['food containers'; 'medium-sized mammals']",food containers
45609,9,"['household furniture'; 'trees']",household furniture
45610,12,"['vehicles 1'; 'large carnivores']",Vehicles
45611,3,"['food containers'; 'trees']",trees
45612,1,"['insects'; 'large carnivores']",insects
45613,9,"['household furniture'; 'trees']",household furniture
45614,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
45615,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45616,4,"['vehicles 1'; 'flowers']",flowers
45617,0,"['food containers'; 'aquatic mammals']",food containers
45618,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
45619,19,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
45620,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45621,17,"['food containers'; 'flowers']",flowers
45622,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45623,17,"['food containers'; 'flowers']",food containers
45624,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
45625,0,"['food containers'; 'aquatic mammals']",aquatic mammals
45626,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45627,17,"['food containers'; 'flowers']",food containers
45628,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
45629,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45630,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45631,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45632,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45633,10,"['trees'; 'non-insect invertebrates']",trees
45634,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45635,1,"['insects'; 'large carnivores']",insects
45636,12,"['vehicles 1'; 'large carnivores']",vehicles 1
45637,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
45638,18,"['medium-sized mammals'; 'food containers']",food containers
45639,5,"['fish'; 'non-insect invertebrates']",fish
45640,12,"['vehicles 1'; 'large carnivores']",Vehicles
45641,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45642,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45643,1,"['insects'; 'large carnivores']",insects
45644,18,"['food containers'; 'medium-sized mammals']",food containers
45645,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45646,0,"['food containers'; 'aquatic mammals']",food containers
45647,17,"['food containers'; 'flowers']",flowers
45648,9,"['household furniture'; 'trees']",household furniture
45649,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45650,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45651,11,"['insects'; 'people']",insects
45652,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45653,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45654,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45655,9,"['household furniture'; 'trees']",household furniture
45656,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45657,12,"['vehicles 1'; 'large carnivores']",vehicles 1
45658,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45659,17,"['food containers'; 'flowers']",food containers
45660,6,"['flowers'; 'aquatic mammals']",flowers
45661,1,"['insects'; 'large carnivores']",insects
45662,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
45663,7,"['insects'; 'household furniture']",household furniture
45664,0,"['aquatic mammals'; 'food containers']",food containers
45665,0,"['aquatic mammals'; 'food containers']",food containers
45666,12,"['vehicles 1'; 'large carnivores']",Vehicles
45667,5,"['fish'; 'non-insect invertebrates']",fish
45668,1,"['insects'; 'large carnivores']",insects
45669,7,"['household furniture'; 'insects']",household furniture
45670,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45671,5,"['fish'; 'non-insect invertebrates']",fish
45672,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45673,18,"['food containers'; 'medium-sized mammals']",food containers
45674,5,"['fish'; 'non-insect invertebrates']",fish
45675,12,"['large carnivores'; 'vehicles 1']",Vehicles
45676,18,"['food containers'; 'medium-sized mammals']",food containers
45677,12,"['large carnivores'; 'vehicles 1']",Vehicles
45678,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45679,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45680,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45681,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45682,4,"['flowers'; 'vehicles 1']",Vehicles
45683,6,"['flowers'; 'aquatic mammals']",flowers
45684,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45685,7,"['insects'; 'household furniture']",insects
45686,5,"['fish'; 'non-insect invertebrates']",fish
45687,18,"['medium-sized mammals'; 'food containers']",food containers
45688,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
45689,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45690,10,"['trees'; 'non-insect invertebrates']",trees
45691,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45692,18,"['food containers'; 'medium-sized mammals']",food containers
45693,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45694,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45695,2,"['insects'; 'fruit and vegetables']",insects
45696,4,"['flowers'; 'vehicles 1']",Vehicles
45697,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45698,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45699,5,"['fish'; 'non-insect invertebrates']",fish
45700,0,"['food containers'; 'aquatic mammals']",food containers
45701,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45702,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45703,17,"['flowers'; 'food containers']",food containers
45704,6,"['flowers'; 'aquatic mammals']",flowers
45705,17,"['food containers'; 'flowers']",food containers
45706,12,"['vehicles 1'; 'large carnivores']",Vehicles
45707,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45708,18,"['medium-sized mammals'; 'food containers']",food containers
45709,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45710,11,"['people'; 'insects']",insects
45711,0,"['aquatic mammals'; 'food containers']",food containers
45712,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45713,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45714,9,"['household furniture'; 'trees']",household furniture
45715,9,"['household furniture'; 'trees']",household furniture
45716,18,"['medium-sized mammals'; 'food containers']",food containers
45717,4,"['vehicles 1'; 'flowers']",flowers
45718,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45719,1,"['large carnivores'; 'insects']",insects
45720,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
45721,11,"['people'; 'insects']",insects
45722,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45723,17,"['flowers'; 'food containers']",flowers
45724,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45725,4,"['vehicles 1'; 'flowers']",vehicles 1
45726,4,"['vehicles 1'; 'flowers']",vehicles 1
45727,6,"['flowers'; 'aquatic mammals']",flowers
45728,18,"['food containers'; 'medium-sized mammals']",food containers
45729,5,"['fish'; 'non-insect invertebrates']",fish
45730,7,"['household furniture'; 'insects']",household furniture
45731,0,"['aquatic mammals'; 'food containers']",food containers
45732,2,"['fruit and vegetables'; 'insects']",insects
45733,17,"['flowers'; 'food containers']",flowers
45734,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45735,11,"['insects'; 'people']",insects
45736,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45737,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45738,3,"['trees'; 'food containers']",food containers
45739,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45740,3,"['trees'; 'food containers']",trees
45741,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45742,6,"['aquatic mammals'; 'flowers']",flowers
45743,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45744,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45745,3,"['food containers'; 'trees']",trees
45746,1,"['insects'; 'large carnivores']",insects
45747,17,"['flowers'; 'food containers']",flowers
45748,7,"['insects'; 'household furniture']",household furniture
45749,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45750,12,"['large carnivores'; 'vehicles 1']",Vehicles
45751,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45752,0,"['aquatic mammals'; 'food containers']",food containers
45753,11,"['people'; 'insects']",insects
45754,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45755,12,"['large carnivores'; 'vehicles 1']",vehicles 1
45756,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
45757,2,"['insects'; 'fruit and vegetables']",insects
45758,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45759,17,"['flowers'; 'food containers']",food containers
45760,10,"['trees'; 'non-insect invertebrates']",trees
45761,9,"['trees'; 'household furniture']",trees
45762,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45763,18,"['food containers'; 'medium-sized mammals']",food containers
45764,0,"['aquatic mammals'; 'food containers']",food containers
45765,17,"['flowers'; 'food containers']",flowers
45766,12,"['large carnivores'; 'vehicles 1']",Vehicles
45767,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45768,12,"['vehicles 1'; 'large carnivores']",Vehicles
45769,18,"['medium-sized mammals'; 'food containers']",food containers
45770,7,"['insects'; 'household furniture']",household furniture
45771,11,"['people'; 'insects']",insects
45772,3,"['trees'; 'food containers']",trees
45773,4,"['flowers'; 'vehicles 1']",Vehicles
45774,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45775,0,"['aquatic mammals'; 'food containers']",food containers
45776,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45777,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45778,9,"['household furniture'; 'trees']",household furniture
45779,17,"['food containers'; 'flowers']",food containers
45780,0,"['food containers'; 'aquatic mammals']",aquatic mammals
45781,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45782,4,"['flowers'; 'vehicles 1']",Vehicles
45783,17,"['food containers'; 'flowers']",flowers
45784,5,"['fish'; 'non-insect invertebrates']",fish
45785,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45786,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45787,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45788,19,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
45789,17,"['food containers'; 'flowers']",food containers
45790,3,"['trees'; 'food containers']",trees
45791,10,"['trees'; 'non-insect invertebrates']",trees
45792,10,"['trees'; 'non-insect invertebrates']",trees
45793,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45794,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45795,4,"['vehicles 1'; 'flowers']",Vehicles
45796,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45797,18,"['food containers'; 'medium-sized mammals']",food containers
45798,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45799,3,"['trees'; 'food containers']",trees
45800,17,"['flowers'; 'food containers']",flowers
45801,0,"['food containers'; 'aquatic mammals']",food containers
45802,12,"['vehicles 1'; 'large carnivores']",vehicles 1
45803,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45804,5,"['fish'; 'non-insect invertebrates']",fish
45805,1,"['large carnivores'; 'insects']",insects
45806,9,"['household furniture'; 'trees']",household furniture
45807,18,"['medium-sized mammals'; 'food containers']",food containers
45808,10,"['trees'; 'non-insect invertebrates']",trees
